MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aan,,,,,longitude,latitude
Liander N.V.,Liander N.V. (NW),Liander NW,Fritz Conijnstraat,1063CB,1063CB,AMSTERDAM,NL,ELK,KVB,24,100,100,100,54,1x25,2789,12.5,0,2.1,52.38376132,4.836487638
Liander N.V.,Liander N.V. (NW),Liander NW,Fritz Conijnstraat,1063CC,1063CC,AMSTERDAM,NL,ELK,KVB,25,100,100,100,88,1x25,2248,0,0,1.8,52.38414642,4.837076507
Liander N.V.,Liander N.V. (NW),Liander NW,Fritz Conijnstraat,1063CD,1063CD,AMSTERDAM,NL,ELK,KVB,25,100,100,100,36,1x25,2291,4,0,2.8,52.3841363,4.836511133
Liander N.V.,Liander N.V. (NW),Liander NW,Fritz Conijnstraat,1063CE,1063CE,AMSTERDAM,NL,ELK,KVB,25,100,100,100,96,1x25,2660,4,0,1.8,52.38412769,4.835948189
Liander N.V.,Liander N.V. (NW),Liander NW,Johannes Meewisstraat,1063CG,1063CG,AMSTERDAM,NL,ELK,KVB,37,100,91.89,100,73,1x25,2063,2.7,0,1.6,52.38385427,4.834865134
Liander N.V.,Liander N.V. (NW),Liander NW,Johannes Meewisstraat,1063CH,1063CH,AMSTERDAM,NL,ELK,KVB,22,100,100,100,91,1x25,1971,0,0,1.3,52.38341843,4.835248591
Liander N.V.,Liander N.V. (NW),Liander NW,Johannes Meewisstraat,1063CJ,1063CJ,AMSTERDAM,NL,ELK,KVB,17,100,100,100,88,1x25,2562,0,0,1.8,52.38418204,4.835396701
Liander N.V.,Liander N.V. (NW),Liander NW,Henk Hienschstraat,1063CK,1063CK,AMSTERDAM,NL,ELK,KVB,16,100,81.25,100,50,1x25,832,0,0,1.1,52.38353671,4.834552823
Liander N.V.,Liander N.V. (NW),Liander NW,Burgemeester Fockstraat,1063CL,1063CL,AMSTERDAM,NL,ELK,KVB,18,100,100,100,89,1x25,2270,0,0,1.8,52.37855306,4.831464687
Liander N.V.,Liander N.V. (NW),Liander NW,Burgemeester Fockstraat,1063CM,1063CM,AMSTERDAM,NL,ELK,KVB,17,100,94.12,100,100,1x25,2266,0,0,1.8,52.37879395,4.831564474
Liander N.V.,Liander N.V. (NW),Liander NW,Burgemeester Fockstraat,1063CN,1063CN,AMSTERDAM,NL,ELK,KVB,24,100,91.67,100,100,1x25,2120,0,0,1.7,52.37909864,4.831692836
Liander N.V.,Liander N.V. (NW),Liander NW,Burgemeester Fockstraat,1063CP,1063CR,AMSTERDAM,NL,ELK,KVB,24,100,91.67,100,67,1x25,5819,25,0,1.9,52.37847245,4.832001751
Liander N.V.,Liander N.V. (NW),Liander NW,Burgemeester Fockstraat,1063CS,1063CS,AMSTERDAM,NL,ELK,KVB,17,100,100,100,100,1x25,2418,0,0,1.7,52.37871107,4.832097898
Liander N.V.,Liander N.V. (NW),Liander NW,Burgemeester Fockstraat,1063CT,1063CT,AMSTERDAM,NL,ELK,KVB,24,100,100,100,100,1x25,2009,0,0,1.8,52.37901424,4.832222611
Liander N.V.,Liander N.V. (NW),Liander NW,Burgemeester Fockstraat,1063CV,1063CW,AMSTERDAM,NL,ELK,KVB,26,100,96.15,100,42,1x25,9315,30.77,0,2.6,52.38161249,4.833551436
Liander N.V.,Liander N.V. (NW),Liander NW,Burgemeester Fockstraat,1063CV,1063CW,AMSTERDAM,NL,ELK,KVB,26,100,96.15,100,42,1x25,9315,30.77,0,2.6,52.38161249,4.833551436,52.38216633,4.831571329
Liander N.V.,Liander N.V. (NW),Liander NW,Burgemeester Fockstraat,1063CX,1063CX,AMSTERDAM,NL,ELK,KVB,16,100,100,100,100,1x25,3552,0,0,1.4,52.38205712,4.833734988
Liander N.V.,Liander N.V. (NW),Liander NW,Burgemeester Fockstraat,1063CZ,1063CZ,AMSTERDAM,NL,ELK,KVB,19,100,94.74,100,84,1x25,2597,0,0,1.7,52.38338694,4.834018576
Liander N.V.,Liander N.V. (NW),Liander NW,Dirk Deutekompad,1063DA,1063EA,AMSTERDAM,NL,ELK,KVB,18,100,88.89,100,72,1x25,4624,5.56,0,2,52.38364807,4.834121807
Liander N.V.,Liander N.V. (NW),Liander NW,Burgemeester Fockstraat,1063EB,1063EB,AMSTERDAM,NL,ELK,KVB,17,100,100,100,47,1x25,1890,0,0,2.8,52.38391147,4.834232355
Liander N.V.,Liander N.V. (NW),Liander NW,Johan Herman Doornstraat,1063EC,1063EC,AMSTERDAM,NL,ELK,KVB,16,100,100,100,69,1x25,4402,6.25,0,1.8,52.38369592,4.833303264
Liander N.V.,Liander N.V. (NW),Liander NW,Johan Herman Doornstraat,1063ED,1063ED,AMSTERDAM,NL,ELK,KVB,18,100,94.44,100,78,1x25,2429,5.56,0,1.4,52.38409438,4.832731096
Liander N.V.,Liander N.V. (NW),Liander NW,Franciscus Claessenstr,1063EE,1063EE,AMSTERDAM,NL,ELK,KVB,16,100,100,100,88,1x25,2618,0,0,2.3,52.38363562,4.832421811
Liander N.V.,Liander N.V. (NW),Liander NW,Hendrikus Rempestraat,1063EG,1063EH,AMSTERDAM,NL,ELK,KVB,27,96.3,100,100,74,1x25,3725,7.41,0,1.9,52.38367496,4.831354882
Liander N.V.,Liander N.V. (NW),Liander NW,Joop IJisbergstraat,1063EJ,1063EK,AMSTERDAM,NL,ELK,KVB,28,100,100,100,68,1x25,3150,0,0,1.9,52.38365481,4.830286766
Liander N.V.,Liander N.V. (NW),Liander NW,Jan Janzenstraat,1063EL,1063EL,AMSTERDAM,NL,ELK,KVB,10,100,100,100,70,1x25,3331,10,0,1.8,52.38389264,4.829831999
Liander N.V.,Liander N.V. (NW),Liander NW,Joop Eijlstraat,1063EM,1063EM,AMSTERDAM,NL,ELK,KVB,19,100,100,100,79,1x25,3413,10.53,0,1.4,52.38363695,4.829206252
Liander N.V.,Liander N.V. (NW),Liander NW,Louis Naarstigstraat,1063EN,1063EN,AMSTERDAM,NL,ELK,KVB,11,100,100,100,82,1x25,5526,0,0,1.9,52.38383702,4.828726543
Liander N.V.,Liander N.V. (NW),Liander NW,Coronelstraat,1063EP,1063EP,AMSTERDAM,NL,ELK,KVB,19,100,94.74,100,74,1x25,2537,0,0,1.4,52.38420358,4.831066316
Liander N.V.,Liander N.V. (NW),Liander NW,Coronelstraat,1063ER,1063ER,AMSTERDAM,NL,ELK,KVB,15,100,100,100,73,1x25,1760,0,0,1.4,52.38417183,4.829480145
Liander N.V.,Liander N.V. (NW),Liander NW,Vervoorenstraat,1063ES,1063ES,AMSTERDAM,NL,ELK,KVB,20,100,90,100,55,1x25,4042,10,0,2.1,52.38326779,4.831413674
Liander N.V.,Liander N.V. (NW),Liander NW,Vervoorenstraat,1063ET,1063ET,AMSTERDAM,NL,ELK,KVB,15,100,93.33,100,80,1x25,2372,13.33,0,2.1,52.3832383,4.829760909
Liander N.V.,Liander N.V. (NW),Liander NW,Burgemeester Eliasstraat,1063EV,1063EV,AMSTERDAM,NL,ELK,KVB,23,100,86.96,100,74,1x25,1487,17.39,0,1.6,52.38110395,4.82682825
Liander N.V.,Liander N.V. (NW),Liander NW,Burgemeester Eliasstraat,1063EW,1063EW,AMSTERDAM,NL,ELK,KVB,18,100,83.33,100,67,1x25,7861,22.22,0,1.3,52.38125256,4.826967031
Liander N.V.,Liander N.V. (NW),Liander NW,Burgemeester Eliasstraat,1063EX,1063EX,AMSTERDAM,NL,ELK,KVB,15,100,100,100,73,1x25,4663,6.67,0,1.9,52.38269885,4.827129931
Liander N.V.,Liander N.V. (NW),Liander NW,Johan Limpersstraat,1063EZ,1063EZ,AMSTERDAM,NL,ELK,KVB,14,100,100,100,86,3x25,2578,92.86,0,2.9,52.38375663,4.826831445
Liander N.V.,Liander N.V. (NW),Liander NW,Johan Limpersstraat,1063GA,1063GA,AMSTERDAM,NL,ELK,KVB,15,100,93.33,100,80,3x25,1958,73.33,0,2.7,52.38348687,4.826442193
Liander N.V.,Liander N.V. (NW),Liander NW,Arondeusstraat,1063GB,1063GB,AMSTERDAM,NL,ELK,KVB,13,100,100,100,77,1x25,3419,0,0,1.7,52.38252668,4.825931828
Liander N.V.,Liander N.V. (NW),Liander NW,Arondeusstraat,1063GC,1063GC,AMSTERDAM,NL,ELK,KVB,19,100,100,100,79,1x25,2207,0,0,1.3,52.38262591,4.82636954
Liander N.V.,Liander N.V. (NW),Liander NW,Arondeusstraat,1063GD,1063GD,AMSTERDAM,NL,ELK,KVB,16,100,100,100,81,3x25,3074,81.25,0,2.8,52.38384304,4.826132663
Liander N.V.,Liander N.V. (NW),Liander NW,Robbert Cijferstraat,1063GE,1063GE,AMSTERDAM,NL,ELK,KVB,29,100,93.1,100,76,3x25,2377,86.21,0,2.9,52.38359524,4.825484204
Liander N.V.,Liander N.V. (NW),Liander NW,Victor Rutgersstraat,1063GG,1063GG,AMSTERDAM,NL,ELK,KVB,14,100,100,100,64,1x25,3451,0,0,1.6,52.38249056,4.824781717
Liander N.V.,Liander N.V. (NW),Liander NW,Victor Rutgersstraat,1063GH,1063GH,AMSTERDAM,NL,ELK,KVB,19,100,100,100,84,1x25,2488,5.26,0,1.5,52.38261006,4.825221773
Liander N.V.,Liander N.V. (NW),Liander NW,Victor Rutgersstraat,1063GJ,1063GJ,AMSTERDAM,NL,ELK,KVB,16,100,100,100,69,3x25,2513,75,0,2.5,52.38382865,4.824994509
Liander N.V.,Liander N.V. (NW),Liander NW,Maurits Kannstraat,1063GK,1063GK,AMSTERDAM,NL,ELK,KVB,16,100,100,100,81,3x25,2913,81.25,0,2.7,52.38369053,4.824533584
Liander N.V.,Liander N.V. (NW),Liander NW,Maurits Kannstraat,1063GL,1063GL,AMSTERDAM,NL,ELK,KVB,13,100,100,100,62,3x25,2166,61.54,0,2.4,52.38344026,4.824098942
Liander N.V.,Liander N.V. (NW),Liander NW,Jacob Melkmanstraat,1063GM,1063GM,AMSTERDAM,NL,ELK,KVB,19,100,100,100,84,1x25,2709,0,0,1.8,52.38258946,4.824070975
Liander N.V.,Liander N.V. (NW),Liander NW,Jacob Melkmanstraat,1063GN,1063GN,AMSTERDAM,NL,ELK,KVB,16,100,100,100,69,3x25,2019,75,0,2.5,52.38380523,4.823847291
Liander N.V.,Liander N.V. (NW),Liander NW,Robert Doumastraat,1063GP,1063GP,AMSTERDAM,NL,ELK,KVB,16,100,100,100,88,3x25,2307,87.5,0,2.8,52.38366935,4.823388177
Liander N.V.,Liander N.V. (NW),Liander NW,Robert Doumastraat,1063GR,1063GR,AMSTERDAM,NL,ELK,KVB,13,100,100,100,54,3x25,2669,61.54,0,2.5,52.38342236,4.8229535
Liander N.V.,Liander N.V. (NW),Liander NW,Jaap Nunes Vazstraat,1063GS,1063GS,AMSTERDAM,NL,ELK,KVB,21,100,100,100,52,3x25,2364,57.14,0,2.2,52.38361978,4.822708606
Liander N.V.,Liander N.V. (NW),Liander NW,Lou Jansenplein,1063GT,1063GT,AMSTERDAM,NL,ELK,KVB,20,100,100,100,95,1x25,1825,0,0,1.5,52.38386745,4.820939401
Liander N.V.,Liander N.V. (NW),Liander NW,Lou Jansenplein,1063GV,1063GV,AMSTERDAM,NL,ELK,KVB,27,100,88.89,100,74,1x25,4253,3.7,0,1.8,52.38361908,4.820724492
Liander N.V.,Liander N.V. (NW),Liander NW,Lou Jansenplein,1063GW,1063GW,AMSTERDAM,NL,ELK,KVB,25,100,96,100,92,1x25,1596,0,0,1.9,52.38358458,4.820149392
Liander N.V.,Liander N.V. (NW),Liander NW,Lou Jansenplein,1063GX,1063GX,AMSTERDAM,NL,ELK,KVB,22,100,90.91,100,95,1x25,1542,0,0,2,52.38406424,4.820315974
Liander N.V.,Liander N.V. (NW),Liander NW,Lou Jansenplein,1063GZ,1063GZ,AMSTERDAM,NL,ELK,KVB,22,100,100,100,91,1x25,1881,0,0,1.5,52.38403166,4.819819826
Liander N.V.,Liander N.V. (NW),Liander NW,Lou Jansenplein,1063HA,1063HA,AMSTERDAM,NL,ELK,KVB,35,100,100,100,89,1x25,1391,2.86,0,1.5,52.38382225,4.819439185
Liander N.V.,Liander N.V. (NW),Liander NW,Anton Struikstraat,1063HB,1063HB,AMSTERDAM,NL,ELK,KVB,28,100,100,100,68,3x25,2016,71.43,0,2.5,52.38412469,4.826332637
Liander N.V.,Liander N.V. (NW),Liander NW,Anton Struikstraat,1063HC,1063HC,AMSTERDAM,NL,ELK,KVB,30,100,90,100,53,3x25,1624,50,0,2.3,52.38409748,4.824648221
Liander N.V.,Liander N.V. (NW),Liander NW,Anton Struikstraat,1063HD,1063HD,AMSTERDAM,NL,ELK,KVB,28,100,92.86,100,54,3x25,2261,42.86,0,2.8,52.3840551,4.82276479
Liander N.V.,Liander N.V. (NW),Liander NW,Johan Brouwerpad,1063HE,1063HE,AMSTERDAM,NL,ELK,KVB,28,100,100,100,57,1x25,2220,50,0,2.1,52.38324702,4.826137381
Liander N.V.,Liander N.V. (NW),Liander NW,Johan Brouwerpad,1063HG,1063HG,AMSTERDAM,NL,ELK,KVB,28,100,100,100,50,1x25,1695,35.71,0,2,52.38320259,4.823842096
Liander N.V.,Liander N.V. (NW),Liander NW,Bohlerpad,1063HH,1063HL,AMSTERDAM,NL,ELK,KVB,26,100,100,100,88,1x25,2607,3.85,0,1.7,52.38155938,4.82431094
Liander N.V.,Liander N.V. (NW),Liander NW,Sieg Vaz Diasstraat,1063HM,1063HM,AMSTERDAM,NL,ELK,KVB,18,100,94.44,100,89,1x25,2736,11.11,5.56,1.9,52.38181645,4.824450664
Liander N.V.,Liander N.V. (NW),Liander NW,Van Hanxleden Houwertstr,1063HN,1063HN,AMSTERDAM,NL,ELK,KVB,30,100,96.67,100,93,1x25,1791,0,0,2,52.38176008,4.823899274
Liander N.V.,Liander N.V. (NW),Liander NW,Van Hanxleden Houwertstr,1063HP,1063HP,AMSTERDAM,NL,ELK,KVB,21,100,95.24,100,95,1x25,1618,0,0,1.8,52.38186535,4.823584219
Liander N.V.,Liander N.V. (NW),Liander NW,Van Hanxleden Houwertstr,1063HR,1063HR,AMSTERDAM,NL,ELK,KVB,26,100,100,100,96,1x25,2409,3.85,0,1.7,52.38193018,4.823285446
Liander N.V.,Liander N.V. (NW),Liander NW,Van Hanxleden Houwertstr,1063HS,1063HS,AMSTERDAM,NL,ELK,KVB,21,100,100,100,100,1x25,2057,0,0,1.5,52.38188272,4.822755829
Liander N.V.,Liander N.V. (NW),Liander NW,Van Hanxleden Houwertstr,1063HT,1063HT,AMSTERDAM,NL,ELK,KVB,20,100,95,100,90,1x25,1670,0,0,1.4,52.38209966,4.822726559
Liander N.V.,Liander N.V. (NW),Liander NW,David Vosstraat,1063HV,1063HV,AMSTERDAM,NL,ELK,KVB,12,100,91.67,100,67,1x25,2582,0,0,2,52.38141977,4.823304991
Liander N.V.,Liander N.V. (NW),Liander NW,David Vosstraat,1063HW,1063HW,AMSTERDAM,NL,ELK,KVB,19,100,100,100,100,1x25,2385,0,0,1.8,52.38207822,4.822226054
Liander N.V.,Liander N.V. (NW),Liander NW,David Vosstraat,1063HX,1063HX,AMSTERDAM,NL,ELK,KVB,12,100,100,100,92,1x25,2614,0,0,2,52.38237916,4.822350737
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwenhuysenstraat,1063HZ,1063HZ,AMSTERDAM,NL,ELK,KVB,16,100,93.75,100,100,1x25,2135,0,0,1.5,52.38246286,4.821057149
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwenhuysenstraat,1063JA,1063JA,AMSTERDAM,NL,ELK,KVB,17,100,100,100,100,1x25,2265,0,0,1.6,52.38221299,4.820961197
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwenhuysenstraat,1063JB,1063JB,AMSTERDAM,NL,ELK,KVB,17,100,94.12,100,100,1x25,2055,0,0,1.3,52.38228461,4.820431525
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwenhuysenstraat,1063JC,1063JC,AMSTERDAM,NL,ELK,KVB,16,100,100,100,100,1x25,2015,0,0,1.5,52.38253228,4.820538518
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwenhuysenstraat,1063JD,1063JD,AMSTERDAM,NL,ELK,KVB,18,100,100,100,94,1x25,2248,5.56,0,1.5,52.38295099,4.821006204
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwenhuysenstraat,1063JE,1063JE,AMSTERDAM,NL,ELK,KVB,16,100,100,100,100,1x25,2559,0,0,1.6,52.38321053,4.820941114
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwenhuysenstraat,1063JG,1063JG,AMSTERDAM,NL,ELK,KVB,16,100,100,100,100,1x25,1723,0,0,2,52.38322131,4.820375488
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwenhuysenstraat,1063JH,1063JH,AMSTERDAM,NL,ELK,KVB,17,100,100,100,100,1x25,2009,0,0,1.6,52.38296326,4.820448554
Liander N.V.,Liander N.V. (NW),Liander NW,Jan Zwanenburghof,1063JJ,1063JJ,AMSTERDAM,NL,ELK,KVB,17,100,100,100,94,1x25,1928,0,0,1.8,52.38193196,4.820506378
Liander N.V.,Liander N.V. (NW),Liander NW,Jan Zwanenburghof,1063JK,1063JK,AMSTERDAM,NL,ELK,KVB,30,100,96.67,100,97,1x25,1941,0,0,1.6,52.38211104,4.819690549
Liander N.V.,Liander N.V. (NW),Liander NW,Jan Zwanenburghof,1063JL,1063JL,AMSTERDAM,NL,ELK,KVB,31,100,90.32,100,87,1x25,2876,0,0,1.7,52.38252714,4.819372374
Liander N.V.,Liander N.V. (NW),Liander NW,Jan Zwanenburghof,1063JM,1063JM,AMSTERDAM,NL,ELK,KVB,21,100,95.24,100,86,1x25,2359,4.76,0,1.7,52.38291302,4.819341728
Liander N.V.,Liander N.V. (NW),Liander NW,Slotermeerlaan,1063JN,1063JN,AMSTERDAM,NL,ELK,KVB,27,100,74.07,100,52,3x25,21060,66.67,0,2.2,52.37972135,4.820215017
Liander N.V.,Liander N.V. (NW),Liander NW,Slotermeerlaan,1063JP,1063JP,AMSTERDAM,NL,ELK,KVB,25,100,100,100,60,1x25,2013,8,0,1.5,52.38219177,4.821536735
Liander N.V.,Liander N.V. (NW),Liander NW,Slotermeerlaan,1063JR,1063JR,AMSTERDAM,NL,ELK,KVB,16,100,100,100,100,1x25,2201,0,0,1.5,52.38249272,4.821662638
Liander N.V.,Liander N.V. (NW),Liander NW,Slotermeerlaan,1063JS,1063JS,AMSTERDAM,NL,ELK,KVB,25,100,100,100,96,1x25,2230,0,0,1.6,52.38289159,4.821593903
Liander N.V.,Liander N.V. (NW),Liander NW,Slotermeerlaan,1063JT,1063JT,AMSTERDAM,NL,ELK,KVB,16,100,100,100,94,1x25,3374,0,0,1.6,52.38320873,4.821502953
Liander N.V.,Liander N.V. (NW),Liander NW,Slotermeerlaan,1063JV,1063JV,AMSTERDAM,NL,ELK,KVB,27,100,92.59,100,93,1x25,1882,7.41,0,1.7,52.38317293,4.819656395
Liander N.V.,Liander N.V. (NW),Liander NW,Slotermeerlaan,1063JW,1063JW,AMSTERDAM,NL,ELK,KVB,14,100,85.71,100,79,1x25,6053,21.43,0,1.8,52.38243398,4.822139044
Liander N.V.,Liander N.V. (NW),Liander NW,Johan Schippersplantsoen,1063JX,1063JX,AMSTERDAM,NL,ELK,KVB,25,100,100,100,92,1x25,2084,0,0,1.3,52.37960124,4.825824058
Liander N.V.,Liander N.V. (NW),Liander NW,Johan Schippersplantsoen,1063JZ,1063JZ,AMSTERDAM,NL,ELK,KVB,25,100,100,100,96,1x25,2344,0,0,1.4,52.379966,4.825983445
Liander N.V.,Liander N.V. (NW),Liander NW,Johan Schippersplantsoen,1063KA,1063KA,AMSTERDAM,NL,ELK,KVB,17,100,100,100,94,1x25,2219,0,0,2.2,52.38027818,4.826111677
Liander N.V.,Liander N.V. (NW),Liander NW,Arend Bontekoeplantsoen,1063KB,1063KB,AMSTERDAM,NL,ELK,KVB,26,100,100,100,88,1x25,2390,0,0,1.6,52.37969008,4.825289312
Liander N.V.,Liander N.V. (NW),Liander NW,Arend Bontekoeplantsoen,1063KC,1063KC,AMSTERDAM,NL,ELK,KVB,25,100,100,100,100,1x25,2117,0,0,1.6,52.3800518,4.825438942
Liander N.V.,Liander N.V. (NW),Liander NW,Hugo Floris Ruysstraat,1063KD,1063KD,AMSTERDAM,NL,ELK,KVB,29,100,100,100,86,1x25,2284,0,0,1.6,52.38046381,4.825455263
Liander N.V.,Liander N.V. (NW),Liander NW,Sape Kuiperplantsoen,1063KE,1063KE,AMSTERDAM,NL,ELK,KVB,24,100,100,100,100,1x25,2521,0,0,1.6,52.38003469,4.824359668
Liander N.V.,Liander N.V. (NW),Liander NW,Sape Kuiperplantsoen,1063KG,1063KG,AMSTERDAM,NL,ELK,KVB,18,100,100,100,94,1x25,1772,0,0,1.5,52.38034017,4.824495317
Liander N.V.,Liander N.V. (NW),Liander NW,Sape Kuiperplantsoen,1063KH,1063KH,AMSTERDAM,NL,ELK,KVB,16,100,100,100,100,1x25,2358,0,0,1.8,52.38057443,4.824585363
Liander N.V.,Liander N.V. (NW),Liander NW,Sape Kuiperplantsoen,1063KJ,1063KJ,AMSTERDAM,NL,ELK,KVB,25,100,100,100,92,1x25,2176,4,0,1.5,52.37977139,4.824747316
Liander N.V.,Liander N.V. (NW),Liander NW,Sape Kuiperplantsoen,1063KK,1063KK,AMSTERDAM,NL,ELK,KVB,25,100,96,100,96,1x25,2012,4,0,1.5,52.38013914,4.824904208
Liander N.V.,Liander N.V. (NW),Liander NW,Joop van Weezelstraat,1063KL,1063KP,AMSTERDAM,NL,ELK,KVB,15,100,80,100,47,3x25,9115,53.33,0,2.2,52.37977339,4.82191599
Liander N.V.,Liander N.V. (NW),Liander NW,Plein '40-'45,1063KR,1063KS,AMSTERDAM,NL,ELK,KVB,33,100,96.97,100,91,3x25,4385,6.06,0,2.2,52.3800131,4.820053032
Liander N.V.,Liander N.V. (NW),Liander NW,C v Vollenhovenstr,1063KT,1063KT,AMSTERDAM,NL,ELK,KVB,29,100,75.86,100,90,3x25,1419,6.9,0,1.3,52.38044406,4.820481309
Liander N.V.,Liander N.V. (NW),Liander NW,C v Vollenhovenstr,1063KV,1063KV,AMSTERDAM,NL,ELK,KVB,20,100,100,100,100,3x25,2405,0,0,1.3,52.38086721,4.82066995
Liander N.V.,Liander N.V. (NW),Liander NW,C v Vollenhovenstr,1063KW,1063KW,AMSTERDAM,NL,ELK,KVB,16,100,93.75,100,100,3x25,2642,0,0,1.4,52.3811021,4.820772514
Liander N.V.,Liander N.V. (NW),Liander NW,Jan de Louterstraat,1063KX,1063KX,AMSTERDAM,NL,ELK,KVB,60,100,98.33,100,77,3x25,7949,11.67,0,2.7,52.37986227,4.819365774
Liander N.V.,Liander N.V. (NW),Liander NW,Jan de Louterstraat,1063KZ,1063KZ,AMSTERDAM,NL,ELK,KVB,19,100,100,100,47,1x25,3404,5.26,0,2.7,52.38154391,4.817123174
Liander N.V.,Liander N.V. (NW),Liander NW,Jan de Louterstraat,1063LA,1063LA,AMSTERDAM,NL,ELK,KVB,19,100,94.74,100,89,1x25,2456,0,0,2,52.38265544,4.81719701
Liander N.V.,Liander N.V. (NW),Liander NW,Jan de Louterstraat,1063LB,1063LB,AMSTERDAM,NL,ELK,KVB,25,100,100,100,100,1x25,2122,0,0,1.5,52.38239468,4.817928307
Liander N.V.,Liander N.V. (NW),Liander NW,Jan de Louterstraat,1063LC,1063LC,AMSTERDAM,NL,ELK,KVB,25,100,100,100,96,1x25,2102,0,0,1.4,52.38274509,4.817904225
Liander N.V.,Liander N.V. (NW),Liander NW,Jan de Louterstraat,1063LD,1063LD,AMSTERDAM,NL,ELK,KVB,25,100,100,100,100,1x25,1917,0,0,1.8,52.38311347,4.817879911
Liander N.V.,Liander N.V. (NW),Liander NW,Willem Molengraaffstraat,1063LE,1063LE,AMSTERDAM,NL,ELK,KVB,22,100,90.91,100,86,1x25,1350,4.55,0,1.5,52.38398192,4.816217065
Liander N.V.,Liander N.V. (NW),Liander NW,Willem Molengraaffstraat,1063LE,1063LE,AMSTERDAM,NL,ELK,KVB,22,100,90.91,100,86,1x25,1350,4.55,0,1.5,52.38398192,4.816217065,52.38410702,4.80391328
Liander N.V.,Liander N.V. (NW),Liander NW,Willem Molengraaffstraat,1063LG,1063LG,AMSTERDAM,NL,ELK,KVB,19,100,94.74,100,95,1x25,1944,0,0,1.3,52.3839074,4.815675294
Liander N.V.,Liander N.V. (NW),Liander NW,Willem Molengraaffstraat,1063LH,1063LH,AMSTERDAM,NL,ELK,KVB,20,100,90,100,95,1x25,7048,0,0,1.6,52.38395604,4.814766198
Liander N.V.,Liander N.V. (NW),Liander NW,Willem Molengraaffstraat,1063LJ,1063LJ,AMSTERDAM,NL,ELK,KVB,18,100,100,100,100,1x25,2134,0,0,1.7,52.38388108,4.814227373
Liander N.V.,Liander N.V. (NW),Liander NW,Willem Molengraaffstraat,1063LK,1063LK,AMSTERDAM,NL,ELK,KVB,18,100,94.44,100,100,1x25,1523,0,0,1.8,52.38392923,4.813313141
Liander N.V.,Liander N.V. (NW),Liander NW,Willem Molengraaffstraat,1063LL,1063LL,AMSTERDAM,NL,ELK,KVB,18,100,100,100,94,1x25,2551,0,0,1.6,52.38385698,4.812776488
Liander N.V.,Liander N.V. (NW),Liander NW,Antony Moddermanstraat,1063LM,1063LM,AMSTERDAM,NL,ELK,KVB,25,100,96,100,80,1x25,2214,16,0,1.8,52.38326177,4.816133521
Liander N.V.,Liander N.V. (NW),Liander NW,Antony Moddermanstraat,1063LN,1063LN,AMSTERDAM,NL,ELK,KVB,24,100,95.83,100,100,1x25,2362,0,0,1.4,52.38318272,4.813705867
Liander N.V.,Liander N.V. (NW),Liander NW,Antony Moddermanstraat,1063LP,1063LP,AMSTERDAM,NL,ELK,KVB,21,100,85.71,100,62,1x25,5658,23.81,0,1.6,52.38367346,4.817578957
Liander N.V.,Liander N.V. (NW),Liander NW,Antony Moddermanstraat,1063LR,1063LR,AMSTERDAM,NL,ELK,KVB,14,100,92.86,100,93,1x25,1931,0,0,1.4,52.38368457,4.817648059
Liander N.V.,Liander N.V. (NW),Liander NW,Antony Moddermanstraat,1063LS,1063LS,AMSTERDAM,NL,ELK,KVB,14,100,100,100,100,1x25,2199,0,0,1.6,52.38368481,4.817696317
Liander N.V.,Liander N.V. (NW),Liander NW,Antony Moddermanstraat,1063LT,1063LT,AMSTERDAM,NL,ELK,KVB,14,100,100,100,93,1x25,2055,0,0,1.9,52.38368504,4.817744575
Liander N.V.,Liander N.V. (NW),Liander NW,Antony Moddermanstraat,1063LV,1063LV,AMSTERDAM,NL,ELK,KVB,18,100,100,100,78,1x25,1902,16.67,0,1.4,52.3836853,4.817799128
Liander N.V.,Liander N.V. (NW),Liander NW,Antony Moddermanstraat,1063LW,1063LW,AMSTERDAM,NL,ELK,KVB,34,100,100,100,85,1x25,2460,2.94,0,1.4,52.38370425,4.817734536
Liander N.V.,Liander N.V. (NW),Liander NW,Antony Moddermanstraat,1063LX,1063LX,AMSTERDAM,NL,ELK,KVB,17,100,94.12,100,100,1x25,1668,0,0,1.5,52.38361096,4.815427947
Liander N.V.,Liander N.V. (NW),Liander NW,Antony Moddermanstraat,1063LZ,1063LZ,AMSTERDAM,NL,ELK,KVB,17,100,100,100,88,1x25,1875,0,0,1.5,52.38359043,4.813970414
